"User"
"@vladshumilov9932 12 days ago Boy they delivered, great job XBOX  107 Reply"
"@lenardregencia 11 days ago XboX finally using the Infinity Stones. 27 Reply"
"@EGPIKA3 12 days ago Best showcase ever  160 Reply"
"@sadboii_x666 12 days ago Definitely was better than PlayStations event 146 Reply"
"@jackfosterjuravlss4231 12 days ago 10/10! Xbox Showcase 2024 56 Reply"
"@RevivedSaiyan 12 days ago Perfect dark and gears had me and my brother yelling the title as soon as we saw ""Carrington"" and the coalition symbol on the tv.  150 Reply"
"@scott_casper 12 days ago WOOOOOO!!! STATE OF DECAY 3!!!!! 89 Reply"
"@jAms.A 12 days ago One of the best showcases I’ve seen from Xbox️ 35 Reply"
"@backgroundplaylist 12 days ago The best ever, congrats Xbox!!!! 32 Reply"
"@AliAbidalkareem 12 days ago Amazing showcase. Congrats Xbox. 24 Reply"
"@Mr_pea_manxd 12 days ago 3 new Xbox consoles With an awesome showcase?! Geez Xbox you're making me proud. 50 Reply"
"@joantheringo1192 12 days ago I love you xbox 45 Reply"
"@ablez2009 12 days ago 10/10 show. Incredible  27 Reply"
"@a7xgunslinger 12 days ago Perfect Dark looks soooo good  31 Reply"
"@vullord666 12 days ago Now play it everywhere on repeat for the next year. I want to see this ad on Hulu, YouTube, local billboards, and more  14 Reply"
"@thecreatorlife_ 12 days ago You guys killed it!!!!! best showcase ever, hands down 21 Reply"
"@wagnerlino9828 11 days ago Music ? 16 Reply"
"@Bleriixs 12 days ago 10/10 showcase, loved it  18 Reply"
"@christheelen8122 12 days ago 9.5 it was fantastic 14 Reply"
"@AaikaimanJuega 12 days ago The showcase was better than this years summer game fest  Good job this time Xbox!!! 10 Reply"
"@Locarb 12 days ago Great showcase  53 Reply"
"@Globalo45 12 days ago Xbox cooked 51 Reply"
"@BurgerKing-jm4qy 12 days ago Great showcase pats on the back to you Xbox 9 Reply"
"@Hylander_1989 12 days ago (edited) You know what?  Fair play MS.  That was solid.  That perfect dark and Gears: E-Day trailer.... boiiiiiii 14 Reply"
"@shadowninja1275 12 days ago (edited) Well that was epic Win! 9.6/10! 13 Reply"
"@v1kt0u5 12 days ago CONGRATULATIONS this time, Microsoft!  6 Reply"
"@nova_wave 12 days ago Congrats XBOX, so so so good. Best showcase ever. Make it a 2 night event next year! 5 Reply"
"@SrMaximus 12 days ago YOU RIPPED AND TEARED THROUGH THIS ONE Xbox big W  6 Reply"
"@diego1294 11 days ago The best presentation in years. The other years were so bad, full of cinematics, i dont play cinematics. This time we had gameplays and dates. 33 expeditions and dragon age were my favorites. Very happy with all im going to play on my xbox series x. 4 Reply"
"@AviationCal1 12 days ago 9.9/10 Showcase! 16 Reply"
"@Nodeaa 12 days ago Song? 35 Reply"
"@eangonzalez710 12 days ago Showcase was better than i thought 784 Reply"
"@TWAAAAACKS 12 days ago Easily has to be one of the best shows Xbox has ever put together 600 Reply"
"@VileSinner666 12 days ago Xbox delivered this year man. 141 Reply"
"@RpgCrow 12 days ago 9.5/10 340 Reply"
"@Guwapanese 12 days ago GEARS OF WAR E-DAY 242 Reply"
"@audenghaley 12 days ago Perfect Dark and Gears Of War are back babies! 146 Reply"
"@jessanpa2571 12 days ago Best showcase in years hands down 115 Reply"
"@durotan5245 12 days ago Best showcase ever. 176 Reply"
"@stanleytoussaint6051 12 days ago (edited) 10/10 Congrat XBOX !!!!! 191 Reply"
"@vladshumilov9932 12 days ago Boy they delivered, great job XBOX  107 Reply"
"@lenardregencia 11 days ago XboX finally using the Infinity Stones. 27 Reply"
"@EGPIKA3 12 days ago Best showcase ever  160 Reply"
"@sadboii_x666 12 days ago Definitely was better than PlayStations event 146 Reply"
"@jackfosterjuravlss4231 12 days ago 10/10! Xbox Showcase 2024 56 Reply"
"@RevivedSaiyan 12 days ago Perfect dark and gears had me and my brother yelling the title as soon as we saw ""Carrington"" and the coalition symbol on the tv.  150 Reply"
"@scott_casper 12 days ago WOOOOOO!!! STATE OF DECAY 3!!!!! 89 Reply"
"@jAms.A 12 days ago One of the best showcases I’ve seen from Xbox️ 35 Reply"
"@backgroundplaylist 12 days ago The best ever, congrats Xbox!!!! 32 Reply"
"@AliAbidalkareem 12 days ago Amazing showcase. Congrats Xbox. 24 Reply"
"@Mr_pea_manxd 12 days ago 3 new Xbox consoles With an awesome showcase?! Geez Xbox you're making me proud. 50 Reply"
"@joantheringo1192 12 days ago I love you xbox 45 Reply"
"@ablez2009 12 days ago 10/10 show. Incredible  27 Reply"
"@a7xgunslinger 12 days ago Perfect Dark looks soooo good  31 Reply"
"@vullord666 12 days ago Now play it everywhere on repeat for the next year. I want to see this ad on Hulu, YouTube, local billboards, and more  14 Reply"
"@thecreatorlife_ 12 days ago You guys killed it!!!!! best showcase ever, hands down 21 Reply"
"@wagnerlino9828 11 days ago Music ? 16 Reply"
"@Bleriixs 12 days ago 10/10 showcase, loved it  18 Reply"
"@christheelen8122 12 days ago 9.5 it was fantastic 14 Reply"
"@AaikaimanJuega 12 days ago The showcase was better than this years summer game fest  Good job this time Xbox!!! 10 Reply"
"@Locarb 12 days ago Great showcase  53 Reply"
"@Globalo45 12 days ago Xbox cooked 51 Reply"
"@BurgerKing-jm4qy 12 days ago Great showcase pats on the back to you Xbox 9 Reply"
"@Hylander_1989 12 days ago (edited) You know what?  Fair play MS.  That was solid.  That perfect dark and Gears: E-Day trailer.... boiiiiiii 14 Reply"
"@shadowninja1275 12 days ago (edited) Well that was epic Win! 9.6/10! 13 Reply"
"@v1kt0u5 12 days ago CONGRATULATIONS this time, Microsoft!  6 Reply"
"@nova_wave 12 days ago Congrats XBOX, so so so good. Best showcase ever. Make it a 2 night event next year! 5 Reply"
"@SrMaximus 12 days ago YOU RIPPED AND TEARED THROUGH THIS ONE Xbox big W  6 Reply"
"@diego1294 11 days ago The best presentation in years. The other years were so bad, full of cinematics, i dont play cinematics. This time we had gameplays and dates. 33 expeditions and dragon age were my favorites. Very happy with all im going to play on my xbox series x. 4 Reply"
"@AviationCal1 12 days ago 9.9/10 Showcase! 16 Reply"
"@Nodeaa 12 days ago Song? 35 Reply"
"@Aspectt10 12 days ago Big W's 20 Reply"
"@Samurai.Namikaze 11 days ago The Best Showcase This Year! 5 Reply"
"@kewa_design 12 days ago This was the best show microsoft ever put together and i didnt thought thats possible anymore lol 6 Reply"
"@2Telos 12 days ago Breathtaking.. 10 Reply"
"@shgazda 12 days ago 100000/10, incredible, goosebumps 6 Reply"
"@raymcdougal420 11 days ago We always believe in Xbox future  5 Reply"
"@BananaSizzle 11 days ago Anyone know the name of the song? 7 Reply"
"@MarsWrestlingKingdom 12 days ago (edited) Wow I am looking forward for most of these games that have been shown. MGS GEARS FABLE PERFECT DARK STATE OF DECAY 3 STARFIELD AC Shadow INDIANA JONES STALKER 2 MIDNIGHT SOUTH DOOM COD AND MORE THANK YOU XBOX  Read more 6 Reply"
"@youju26 11 days ago (edited) Song name?  Edit: Found it; SWWARMS ft Brooke Williams - Are We Dreaming Read more 5 Reply"
"@hawkar_perot 12 days ago 10/10 17 Reply"
"@criticalthinking7525 11 days ago Amazing showcase. Im shocked on how good it was. 10/10 3 Reply"
"@LyvGamer 12 days ago Thank you, phil Spencer! We held the line And for what we saw, it was worth the Wait. THANKS XBOX  11/10 3 Reply"
"@Letsfindout8888 12 days ago Goosebumps  7 Reply"
"@LyricHouse 9 days ago Thanks for using our song! <3 3 Reply"
"@Pelennor 12 days ago The showcase that saved Xbox. 7 Reply"
"@pangeayt1023 12 days ago Best showcase ever, hyped af ️ 6 Reply"
"@7alambek 12 days ago Xbox who sings the song? 10 Reply"
"@itzspoons827 11 days ago So hyped for Fable! 3 Reply"
"@cutterlmao 11 days ago Genuinely excited for gaming this year 2 Reply"
"@Maik_exe 12 days ago Song ID? 20 Reply"
"@eangonzalez710 12 days ago Showcase was better than i thought 784 Reply"
"@TWAAAAACKS 12 days ago Easily has to be one of the best shows Xbox has ever put together 600 Reply"
"@VileSinner666 12 days ago Xbox delivered this year man. 141 Reply"
"@RpgCrow 12 days ago 9.5/10 340 Reply"
"@Guwapanese 12 days ago GEARS OF WAR E-DAY 242 Reply"
"@audenghaley 12 days ago Perfect Dark and Gears Of War are back babies! 146 Reply"
"@jessanpa2571 12 days ago Best showcase in years hands down 115 Reply"
"@durotan5245 12 days ago Best showcase ever. 176 Reply"
"@stanleytoussaint6051 12 days ago (edited) 10/10 Congrat XBOX !!!!! 191 Reply"
"@vladshumilov9932 12 days ago Boy they delivered, great job XBOX  107 Reply"
"@lenardregencia 11 days ago XboX finally using the Infinity Stones. 27 Reply"
"@EGPIKA3 12 days ago Best showcase ever  160 Reply"
"@sadboii_x666 12 days ago Definitely was better than PlayStations event 146 Reply"
"@jackfosterjuravlss4231 12 days ago 10/10! Xbox Showcase 2024 56 Reply"
"@RevivedSaiyan 12 days ago Perfect dark and gears had me and my brother yelling the title as soon as we saw ""Carrington"" and the coalition symbol on the tv.  150 Reply"
"@scott_casper 12 days ago WOOOOOO!!! STATE OF DECAY 3!!!!! 89 Reply"
"@jAms.A 12 days ago One of the best showcases I’ve seen from Xbox️ 35 Reply"
"@backgroundplaylist 12 days ago The best ever, congrats Xbox!!!! 32 Reply"
"@AliAbidalkareem 12 days ago Amazing showcase. Congrats Xbox. 24 Reply"
"@Mr_pea_manxd 12 days ago 3 new Xbox consoles With an awesome showcase?! Geez Xbox you're making me proud. 50 Reply"
"@joantheringo1192 12 days ago I love you xbox 45 Reply"
"@ablez2009 12 days ago 10/10 show. Incredible  27 Reply"
"@a7xgunslinger 12 days ago Perfect Dark looks soooo good  31 Reply"
"@vullord666 12 days ago Now play it everywhere on repeat for the next year. I want to see this ad on Hulu, YouTube, local billboards, and more  14 Reply"
"@thecreatorlife_ 12 days ago You guys killed it!!!!! best showcase ever, hands down 21 Reply"
"@wagnerlino9828 11 days ago Music ? 16 Reply"
"@Bleriixs 12 days ago 10/10 showcase, loved it  18 Reply"
"@christheelen8122 12 days ago 9.5 it was fantastic 14 Reply"
"@AaikaimanJuega 12 days ago The showcase was better than this years summer game fest  Good job this time Xbox!!! 10 Reply"
"@Locarb 12 days ago Great showcase  53 Reply"
"@Globalo45 12 days ago Xbox cooked 51 Reply"
"@BurgerKing-jm4qy 12 days ago Great showcase pats on the back to you Xbox 9 Reply"
"@Hylander_1989 12 days ago (edited) You know what?  Fair play MS.  That was solid.  That perfect dark and Gears: E-Day trailer.... boiiiiiii 14 Reply"
"@shadowninja1275 12 days ago (edited) Well that was epic Win! 9.6/10! 13 Reply"
"@v1kt0u5 12 days ago CONGRATULATIONS this time, Microsoft!  6 Reply"
"@nova_wave 12 days ago Congrats XBOX, so so so good. Best showcase ever. Make it a 2 night event next year! 5 Reply"
"@SrMaximus 12 days ago YOU RIPPED AND TEARED THROUGH THIS ONE Xbox big W  6 Reply"
"@diego1294 11 days ago The best presentation in years. The other years were so bad, full of cinematics, i dont play cinematics. This time we had gameplays and dates. 33 expeditions and dragon age were my favorites. Very happy with all im going to play on my xbox series x. 4 Reply"
"@AviationCal1 12 days ago 9.9/10 Showcase! 16 Reply"
"@Nodeaa 12 days ago Song? 35 Reply"
"@Aspectt10 12 days ago Big W's 20 Reply"
"@Samurai.Namikaze 11 days ago The Best Showcase This Year! 5 Reply"
"@kewa_design 12 days ago This was the best show microsoft ever put together and i didnt thought thats possible anymore lol 6 Reply"
"@2Telos 12 days ago Breathtaking.. 10 Reply"
"@shgazda 12 days ago 100000/10, incredible, goosebumps 6 Reply"
"@raymcdougal420 11 days ago We always believe in Xbox future  5 Reply"
"@BananaSizzle 11 days ago Anyone know the name of the song? 7 Reply"
"@MarsWrestlingKingdom 12 days ago (edited) Wow I am looking forward for most of these games that have been shown. MGS GEARS FABLE PERFECT DARK STATE OF DECAY 3 STARFIELD AC Shadow INDIANA JONES STALKER 2 MIDNIGHT SOUTH DOOM COD AND MORE THANK YOU XBOX  Read more 6 Reply"
"@youju26 11 days ago (edited) Song name?  Edit: Found it; SWWARMS ft Brooke Williams - Are We Dreaming Read more 5 Reply"
"@hawkar_perot 12 days ago 10/10 17 Reply"
"@criticalthinking7525 11 days ago Amazing showcase. Im shocked on how good it was. 10/10 3 Reply"
"@LyvGamer 12 days ago Thank you, phil Spencer! We held the line And for what we saw, it was worth the Wait. THANKS XBOX  11/10 3 Reply"
"@Letsfindout8888 12 days ago Goosebumps  7 Reply"
"@LyricHouse 9 days ago Thanks for using our song! <3 3 Reply"
"@Pelennor 12 days ago The showcase that saved Xbox. 7 Reply"
"@pangeayt1023 12 days ago Best showcase ever, hyped af ️ 6 Reply"
"@7alambek 12 days ago Xbox who sings the song? 10 Reply"
"@itzspoons827 11 days ago So hyped for Fable! 3 Reply"
"@cutterlmao 11 days ago Genuinely excited for gaming this year 2 Reply"
"@Maik_exe 12 days ago Song ID? 20 Reply"
"@mso1ps4 12 days ago I hoped we would see something for the next Elder Scrolls or Fallout, maybe next year 3 Reply"
"@zbigi15 12 days ago This showcase was huge W for Xbox 2 Reply"
"@-_-Stand_up_comedy-_-767 12 days ago Guys plz song  name  ? 15 Reply"
"@matt97342 12 days ago Very impressive show! Was shocked how good it was ! And excited for the fall 2024 and 2025 games! 3 Reply"
"@nikevrest 12 days ago 12/10 8 Reply"
"@SuperMarioOdyessy 10 days ago Best Showcase ever 4 Reply"
"@Thisisthemarmot 12 days ago .... 9.5/10 + OMG 6 Reply"
"@loxican 12 days ago silksong where? 12 Reply"
"@estebanbustamante2647 11 days ago Whats the song name, its fire ngl 5 Reply"
"@DietrichZapdos 11 days ago Great showcase, I want to see more of South of Midnight. Greetings from Lima, Peru. 1 Reply"
"@Count_Dankku_42 11 days ago Xbox brought back E3 vibes with that showcase!  1 Reply"
"@gergowolf2629 12 days ago Song?? 8 Reply"
"@stephencookson1770 10 days ago Name of this song??? 6 Reply"
"@GFettJake 12 days ago 10/10 Showcase! Thank you Xbox  7 Reply"
"@JosePerez-rb4tl 12 days ago 20/10 5 Reply"
"@feplays007 11 days ago Yes, Xbox won the events this year, with lots of games and surprises shown! Including Doom, Gears, Perfect Dark, and to make it even better, the only thing missing was Banjo Kazooie...  1 Reply"
"@charless.90 12 days ago Melhor evento de todos  3 Reply"
"@OverlordCalona 12 days ago Please name music 11 Reply"
"@3soras 11 days ago The rich program from Microsoft makes me happy. 8 out of 10 )) 1 Reply"
"@XboxSemLimites 11 days ago Love Xbox 11/10 3 Reply"
"@eangonzalez710 12 days ago Showcase was better than i thought 784 Reply"
"@TWAAAAACKS 12 days ago Easily has to be one of the best shows Xbox has ever put together 600 Reply"
"@VileSinner666 12 days ago Xbox delivered this year man. 141 Reply"
"@RpgCrow 12 days ago 9.5/10 340 Reply"
"@Guwapanese 12 days ago GEARS OF WAR E-DAY 242 Reply"
"@audenghaley 12 days ago Perfect Dark and Gears Of War are back babies! 146 Reply"
"@jessanpa2571 12 days ago Best showcase in years hands down 115 Reply"
"@durotan5245 12 days ago Best showcase ever. 176 Reply"
"@stanleytoussaint6051 12 days ago (edited) 10/10 Congrat XBOX !!!!! 191 Reply"
"@vladshumilov9932 12 days ago Boy they delivered, great job XBOX  107 Reply"
"@lenardregencia 11 days ago XboX finally using the Infinity Stones. 27 Reply"
"@EGPIKA3 12 days ago Best showcase ever  160 Reply"
"@sadboii_x666 12 days ago Definitely was better than PlayStations event 146 Reply"
"@jackfosterjuravlss4231 12 days ago 10/10! Xbox Showcase 2024 56 Reply"
"@RevivedSaiyan 12 days ago Perfect dark and gears had me and my brother yelling the title as soon as we saw ""Carrington"" and the coalition symbol on the tv.  150 Reply"
"@scott_casper 12 days ago WOOOOOO!!! STATE OF DECAY 3!!!!! 89 Reply"
"@jAms.A 12 days ago One of the best showcases I’ve seen from Xbox️ 35 Reply"
"@backgroundplaylist 12 days ago The best ever, congrats Xbox!!!! 32 Reply"
"@AliAbidalkareem 12 days ago Amazing showcase. Congrats Xbox. 24 Reply"
"@Mr_pea_manxd 12 days ago 3 new Xbox consoles With an awesome showcase?! Geez Xbox you're making me proud. 50 Reply"
"@joantheringo1192 12 days ago I love you xbox 45 Reply"
"@ablez2009 12 days ago 10/10 show. Incredible  27 Reply"
"@a7xgunslinger 12 days ago Perfect Dark looks soooo good  31 Reply"
"@vullord666 12 days ago Now play it everywhere on repeat for the next year. I want to see this ad on Hulu, YouTube, local billboards, and more  14 Reply"
"@thecreatorlife_ 12 days ago You guys killed it!!!!! best showcase ever, hands down 21 Reply"
"@wagnerlino9828 11 days ago Music ? 16 Reply"
"@Bleriixs 12 days ago 10/10 showcase, loved it  18 Reply"
"@christheelen8122 12 days ago 9.5 it was fantastic 14 Reply"
"@AaikaimanJuega 12 days ago The showcase was better than this years summer game fest  Good job this time Xbox!!! 10 Reply"
"@Locarb 12 days ago Great showcase  53 Reply"
"@Globalo45 12 days ago Xbox cooked 51 Reply"
"@BurgerKing-jm4qy 12 days ago Great showcase pats on the back to you Xbox 9 Reply"
"@Hylander_1989 12 days ago (edited) You know what?  Fair play MS.  That was solid.  That perfect dark and Gears: E-Day trailer.... boiiiiiii 14 Reply"
"@shadowninja1275 12 days ago (edited) Well that was epic Win! 9.6/10! 13 Reply"
"@v1kt0u5 12 days ago CONGRATULATIONS this time, Microsoft!  6 Reply"
"@nova_wave 12 days ago Congrats XBOX, so so so good. Best showcase ever. Make it a 2 night event next year! 5 Reply"
"@SrMaximus 12 days ago YOU RIPPED AND TEARED THROUGH THIS ONE Xbox big W  6 Reply"
"@diego1294 11 days ago The best presentation in years. The other years were so bad, full of cinematics, i dont play cinematics. This time we had gameplays and dates. 33 expeditions and dragon age were my favorites. Very happy with all im going to play on my xbox series x. 4 Reply"
"@AviationCal1 12 days ago 9.9/10 Showcase! 16 Reply"
"@Nodeaa 12 days ago Song? 35 Reply"
"@Aspectt10 12 days ago Big W's 20 Reply"
"@Samurai.Namikaze 11 days ago The Best Showcase This Year! 5 Reply"
"@kewa_design 12 days ago This was the best show microsoft ever put together and i didnt thought thats possible anymore lol 6 Reply"
"@2Telos 12 days ago Breathtaking.. 10 Reply"
"@shgazda 12 days ago 100000/10, incredible, goosebumps 6 Reply"
"@raymcdougal420 11 days ago We always believe in Xbox future  5 Reply"
"@BananaSizzle 11 days ago Anyone know the name of the song? 7 Reply"
"@MarsWrestlingKingdom 12 days ago (edited) Wow I am looking forward for most of these games that have been shown. MGS GEARS FABLE PERFECT DARK STATE OF DECAY 3 STARFIELD AC Shadow INDIANA JONES STALKER 2 MIDNIGHT SOUTH DOOM COD AND MORE THANK YOU XBOX  Read more 6 Reply"
"@youju26 11 days ago (edited) Song name?  Edit: Found it; SWWARMS ft Brooke Williams - Are We Dreaming Read more 5 Reply"
"@hawkar_perot 12 days ago 10/10 17 Reply"
"@criticalthinking7525 11 days ago Amazing showcase. Im shocked on how good it was. 10/10 3 Reply"
"@LyvGamer 12 days ago Thank you, phil Spencer! We held the line And for what we saw, it was worth the Wait. THANKS XBOX  11/10 3 Reply"
"@Letsfindout8888 12 days ago Goosebumps  7 Reply"
"@LyricHouse 9 days ago Thanks for using our song! <3 3 Reply"
"@Pelennor 12 days ago The showcase that saved Xbox. 7 Reply"
"@pangeayt1023 12 days ago Best showcase ever, hyped af ️ 6 Reply"
"@7alambek 12 days ago Xbox who sings the song? 10 Reply"
"@itzspoons827 11 days ago So hyped for Fable! 3 Reply"
"@cutterlmao 11 days ago Genuinely excited for gaming this year 2 Reply"
"@Maik_exe 12 days ago Song ID? 20 Reply"
"@mso1ps4 12 days ago I hoped we would see something for the next Elder Scrolls or Fallout, maybe next year 3 Reply"
"@zbigi15 12 days ago This showcase was huge W for Xbox 2 Reply"
"@-_-Stand_up_comedy-_-767 12 days ago Guys plz song  name  ? 15 Reply"
"@matt97342 12 days ago Very impressive show! Was shocked how good it was ! And excited for the fall 2024 and 2025 games! 3 Reply"
"@nikevrest 12 days ago 12/10 8 Reply"
"@SuperMarioOdyessy 10 days ago Best Showcase ever 4 Reply"
"@Thisisthemarmot 12 days ago .... 9.5/10 + OMG 6 Reply"
"@loxican 12 days ago silksong where? 12 Reply"
"@estebanbustamante2647 11 days ago Whats the song name, its fire ngl 5 Reply"
"@DietrichZapdos 11 days ago Great showcase, I want to see more of South of Midnight. Greetings from Lima, Peru. 1 Reply"
"@Count_Dankku_42 11 days ago Xbox brought back E3 vibes with that showcase!  1 Reply"
"@gergowolf2629 12 days ago Song?? 8 Reply"
"@stephencookson1770 10 days ago Name of this song??? 6 Reply"
"@GFettJake 12 days ago 10/10 Showcase! Thank you Xbox  7 Reply"
"@JosePerez-rb4tl 12 days ago 20/10 5 Reply"
"@feplays007 11 days ago Yes, Xbox won the events this year, with lots of games and surprises shown! Including Doom, Gears, Perfect Dark, and to make it even better, the only thing missing was Banjo Kazooie...  1 Reply"
"@charless.90 12 days ago Melhor evento de todos  3 Reply"
"@OverlordCalona 12 days ago Please name music 11 Reply"
"@3soras 11 days ago The rich program from Microsoft makes me happy. 8 out of 10 )) 1 Reply"
"@XboxSemLimites 11 days ago Love Xbox 11/10 3 Reply"
"@Slynell1 11 days ago Amazing showcase guys... Now to deliver on the premise Reply"
"@MadCaT516 10 days ago Thanks xbox!  3 Reply"
"@creta367 11 days ago Got more than my expectations , can't wait Reply"
"@zach-anam 10 days ago I will switch to xbox when i see amazing handheld with stunning graphics.. 1 Reply"
"@hamzahamza1333 12 days ago Okey xbox u can calm down now . The best showcase i've seen this 2 years 1 Reply"
"@dxtremecaliber 12 days ago Xbox has games  greatshow case feels like E3 again! 2 Reply"
"@thanakidchangchan9355 10 days ago I never thought about having Xbox until now Reply"
"@marufhassan634 12 days ago Finally some good game trailers in Summer Game Fest. Reply"
"@Sho_Ishto 11 days ago So many games to look forward to. Reply"
"@extraordinary6383 11 days ago I love Xbox  3 Reply"
"@caneryus. 11 days ago Why don't you apply mena region pricing to your old games on Steam? Reply"
"@Devilmaycry1231 12 days ago Expectacular !! Gracias !!  1 Reply"
"@thomasglenn1405 12 days ago This exceeded my expectations  Reply"
"@hugocormier126 11 days ago C'est quoi la musique ? 4 Reply"
"@SebastianCaceres-ct2cw 12 days ago I can't get enought of Indiana Jones 1 Reply"
"@BitBeastCarter 11 days ago Impressed with the showcase  Reply"
"@robertocrespo-bt2cb 12 days ago El mejor evento de la historia de Xbox Reply"
"@stokkone82 12 days ago fantastic Show , We need more advertising , more marketing Reply"
"@romelgonzales2754 11 days ago Metal gear solid im waiting for that 2 Reply"
"@KukuninPRO 12 days ago Hollow Knight Silksong  Where? 3 Reply"
"@eangonzalez710 12 days ago Showcase was better than i thought 784 Reply"
"@TWAAAAACKS 12 days ago Easily has to be one of the best shows Xbox has ever put together 600 Reply"
"@VileSinner666 12 days ago Xbox delivered this year man. 141 Reply"
"@RpgCrow 12 days ago 9.5/10 340 Reply"
"@Guwapanese 12 days ago GEARS OF WAR E-DAY 242 Reply"
"@audenghaley 12 days ago Perfect Dark and Gears Of War are back babies! 146 Reply"
"@jessanpa2571 12 days ago Best showcase in years hands down 115 Reply"
"@durotan5245 12 days ago Best showcase ever. 176 Reply"
"@stanleytoussaint6051 12 days ago (edited) 10/10 Congrat XBOX !!!!! 191 Reply"
"@vladshumilov9932 12 days ago Boy they delivered, great job XBOX  107 Reply"
"@lenardregencia 11 days ago XboX finally using the Infinity Stones. 27 Reply"
"@EGPIKA3 12 days ago Best showcase ever  160 Reply"
"@sadboii_x666 12 days ago Definitely was better than PlayStations event 146 Reply"
"@jackfosterjuravlss4231 12 days ago 10/10! Xbox Showcase 2024 56 Reply"
"@RevivedSaiyan 12 days ago Perfect dark and gears had me and my brother yelling the title as soon as we saw ""Carrington"" and the coalition symbol on the tv.  150 Reply"
"@scott_casper 12 days ago WOOOOOO!!! STATE OF DECAY 3!!!!! 89 Reply"
"@jAms.A 12 days ago One of the best showcases I’ve seen from Xbox️ 35 Reply"
"@backgroundplaylist 12 days ago The best ever, congrats Xbox!!!! 32 Reply"
"@AliAbidalkareem 12 days ago Amazing showcase. Congrats Xbox. 24 Reply"
"@Mr_pea_manxd 12 days ago 3 new Xbox consoles With an awesome showcase?! Geez Xbox you're making me proud. 50 Reply"
"@joantheringo1192 12 days ago I love you xbox 45 Reply"
"@ablez2009 12 days ago 10/10 show. Incredible  27 Reply"
"@a7xgunslinger 12 days ago Perfect Dark looks soooo good  31 Reply"
"@vullord666 12 days ago Now play it everywhere on repeat for the next year. I want to see this ad on Hulu, YouTube, local billboards, and more  14 Reply"
"@thecreatorlife_ 12 days ago You guys killed it!!!!! best showcase ever, hands down 21 Reply"
"@wagnerlino9828 11 days ago Music ? 16 Reply"
"@Bleriixs 12 days ago 10/10 showcase, loved it  18 Reply"
"@christheelen8122 12 days ago 9.5 it was fantastic 14 Reply"
"@AaikaimanJuega 12 days ago The showcase was better than this years summer game fest  Good job this time Xbox!!! 10 Reply"
"@Locarb 12 days ago Great showcase  53 Reply"
"@Globalo45 12 days ago Xbox cooked 51 Reply"
"@BurgerKing-jm4qy 12 days ago Great showcase pats on the back to you Xbox 9 Reply"
"@Hylander_1989 12 days ago (edited) You know what?  Fair play MS.  That was solid.  That perfect dark and Gears: E-Day trailer.... boiiiiiii 14 Reply"
"@shadowninja1275 12 days ago (edited) Well that was epic Win! 9.6/10! 13 Reply"
"@v1kt0u5 12 days ago CONGRATULATIONS this time, Microsoft!  6 Reply"
"@nova_wave 12 days ago Congrats XBOX, so so so good. Best showcase ever. Make it a 2 night event next year! 5 Reply"
"@SrMaximus 12 days ago YOU RIPPED AND TEARED THROUGH THIS ONE Xbox big W  6 Reply"
